id,vehicleType,startNodeId,endNodeId,startX,startY,endX,endY,length,width,height,weightKg,maxSpeedKmh,accelMps2,driverAge,responseTimeSec,homeAmenityId,homeDepotName
8145,car,12099984758,2960326564,-451.38,1042.43,-1868.79,323.85,4.65,1.87,1.57,1404,105.5,2.99,44,0.84,,
8146,car,trim_9520,trim_5421,1696.53,818.78,1974.44,-885.92,4.32,1.84,1.63,1317,98.6,2.63,47,0.779,,
8147,car,2960326186,2960326629,-1097.34,-166.68,-1960.32,-637.64,4.2,1.66,1.47,1035,101.4,2.4,26,0.739,,
8148,car,9857465302,9843084749,-774.29,140.16,-2277.34,858.93,4.11,1.76,1.47,1259,119.0,2.37,20,0.899,,
8149,car,trim_4496,9852893329,-762.9,1348.21,-1622.25,-1311.2,4.76,1.62,1.43,1791,108.4,2.74,63,0.85,,
8150,car,trim_245,5170823231,1313.65,455.3,1110.81,437,4.28,1.9,1.49,1372,94.5,2.33,73,0.862,,
8151,car,trim_717,11245412648,-1297.85,981.04,-2210.59,816.41,4.45,1.82,1.54,1132,102.2,2.81,25,0.889,,
8152,car,trim_4718,trim_1512,-200.97,-949.31,-1138.36,-995.77,4.07,1.78,1.61,1439,101.9,2.74,30,0.891,,
8153,car,9857625488,trim_4265,-1129.56,-1417.5,2267.98,-117.25,4.93,1.78,1.46,1018,95.1,2.62,51,0.768,,
8154,car,trim_3872,trim_3439,1143.27,-230.37,-352.13,-78.62,4.72,1.85,1.55,1356,92.4,2.69,71,0.755,,
8155,motorcycle,trim_5313,trim_7543,2191.98,-83.67,-724.51,-888.49,1.8,0.88,1.13,229,108.9,3.84,31,0.843,,
8156,car,12129753491,trim_9528,-1315.27,694.18,1667.9745517501785,968.713518021224,4.8,1.79,1.37,1234,90.3,2.61,62,0.789,,
8157,car,trim_9018,4225352025,1088.16,165.96,-1005.68,1555.23,4.43,1.8,1.6,1426,99.9,2.57,38,0.745,,
8158,bus,trim_5649,3840460024,-2355.82,1480.96,-2221.82,1302.93,8.19,2.54,3.2,13632,69.0,0.81,24,0.804,,
8159,car,4219134347,trim_702,112.95,-2132.66,-1412.67,694.76,4.91,1.8,1.43,1572,103.9,3.13,42,0.881,,
8160,motorcycle,2960299866,13264387393,-1262.41,-661.02,-1571.43,383.33,1.84,0.78,1.06,216,103.6,3.89,67,0.865,,
8161,car,9852436593,trim_6619,-2336.73,-801.23,1811.89,4.18,4.95,1.8,1.59,1640,96.7,2.85,27,0.892,,
8162,car,trim_2658,6294258001,1838.53,-1300,-2148.68,-757.53,4.58,1.9,1.45,1586,102.1,3.07,28,0.839,,
8163,car,trim_7087,12139778395,-2403.56,512.8,1542.83,-1439.04,5.08,1.8,1.62,1851,92.6,2.41,51,0.7,,
8164,car,trim_2677,2960361488,-2348.91,-751.44,-1582.55,-1108.95,4.98,1.85,1.64,1575,117.8,2.58,22,0.699,,
8165,car,trim_5017,4227798154,2278.06,-702,1926.39,-234.27,4.98,1.65,1.56,1397,109.1,2.98,52,0.83,,
8166,car,trim_1789,trim_3930,81.9,-1284.32,921.35,-201.98,4.93,1.72,1.48,1058,119.0,2.79,67,0.84,,
8167,car,2960326536,trim_1688,-1436.79,360.94,-104.39,-1269.85,4.04,1.74,1.36,1342,107.2,2.47,25,0.761,,
8168,car,trim_4199,6925898193,774.53,179.96,-1806.61,-1571.4,4.06,1.88,1.59,1772,117.3,2.66,60,0.763,,
8169,car,9168861189,4225219708,-1519.67,-603.32,-1204.15,-1297.54,4.18,1.78,1.6,1022,93.3,2.84,46,0.839,,
8170,car,trim_5166,trim_6268,1864.47,22.84,-582.1,-664.83,4.01,1.85,1.39,1494,106.6,2.91,22,0.883,,
8171,car,trim_5281,4225172307,2109.35,-92.63,243.71,11.39,4.0,1.87,1.6,1599,118.3,3.16,79,0.877,,
8172,motorcycle,11491502802,trim_692,405.11417356863933,-1344.2161741629689,-1243.38,721.14,2.24,0.67,1.09,245,91.2,3.57,80,0.957,,
8173,motorcycle,6294257995,2960312590,-2138.05,-688.99,-536.65,-345.31,1.82,0.7,1.27,187,103.7,4.2,56,0.783,,
8174,firetruck,9858066412,trim_6742,-27.73,-857.12,-330.09,873.73,8.66,2.4,3.28,13492,87.8,1.86,62,0.561,a_1208663940_c,Police Station
8175,car,4223620631,3887993277,-2512.48,-705.73,1564.29,1011.55,4.47,1.61,1.52,1154,107.1,2.46,22,0.809,,
8176,car,trim_9347,trim_7704,1036.78,953.95,496.98,-241.64,4.58,1.67,1.35,1757,116.4,3.18,75,0.904,,
8177,car,trim_7217,4227798207,-1825.76,-195.73,2220.95,-79.86,4.38,1.72,1.41,1530,97.8,2.4,41,0.666,,
8178,car,trim_2191,trim_4013,-685.37,187.25,1046.06,416.31,4.91,1.83,1.46,1788,91.5,3.14,33,0.733,,
8179,car,trim_5054,2960358832,1936.38,-336.57,-2430.76,-434.34,5.04,1.9,1.4,1075,101.8,2.93,39,0.835,,
8180,firetruck,trim_9675,trim_9031,-1493.9799484953007,-1226.069541895515,-1264.38,1173.1,10.05,2.48,3.16,18745,81.4,1.6,22,0.468,a_11198925348,Police station (amenity a_11198925348)
8181,car,trim_417,12107569869,-1938.43,247.76,645.17,-376.63,4.78,1.7,1.54,1149,109.8,2.83,24,0.887,,
8182,car,trim_1147,trim_3477,-1633.46,253.07,-525.48,159.35,4.76,1.9,1.63,1480,115.9,2.54,42,0.774,,
8183,car,trim_9060,trim_1502,-1801.55,1304.1,-1219.37,-1149.53,4.77,1.71,1.37,1783,119.7,2.35,53,0.728,,
8184,car,trim_8692,trim_2152,-624.47,1157.64,1896.16,812.93,4.42,1.84,1.6,1440,104.0,2.74,76,1.005,,
8185,car,trim_8860,trim_1584,2320.04,-932.14,-1143.7,-817.14,4.97,1.67,1.57,1839,105.8,2.76,57,0.868,,
8186,bus,9843437520,trim_9361,2048.99,1331.05,975.22,450.47,7.3,2.47,3.39,12396,69.7,1.28,61,0.717,,
8187,car,9852405459,trim_7162,-2426.97,-333.17,-1842.27,259.17,4.63,1.66,1.36,1540,117.3,2.79,70,0.89,,
8188,car,trim_9384,trim_4527,-1379.191786967037,435.6968340675934,-740.11,826.53,4.35,1.68,1.48,1366,97.8,2.4,73,0.942,,
8189,car,12124070266,trim_2485,2380.83,966.87,-16.94,1134.72,5.05,1.76,1.58,1530,96.9,2.9,40,0.862,,
8190,car,trim_634,trim_1840,-2049.25,718.34,-176.57,-889.36,4.96,1.65,1.39,1454,117.9,2.8,42,0.818,,
8191,car,4227743649,trim_9164,-380.15,-1540.71,2305.48,841.02,4.88,1.69,1.52,1405,111.6,3.17,55,0.767,,
8192,car,trim_3638,trim_2969,-590.49,-953.03,-2211.52,1132.9,4.72,1.68,1.39,1665,95.5,2.25,52,0.844,,
8193,motorcycle,9854981029,trim_8458,1889.11,-665.4,1891.91,636.12,2.11,0.74,1.1,207,95.8,3.34,20,0.822,,
8194,car,2960361569,trim_5285,-1459.76,-614.66,1824.72,-158,5.09,1.65,1.54,1825,94.3,3.19,52,0.761,,
8195,motorcycle,trim_1712,9852465872,-235.88,-1420.54,-1845.6,-1502.92,1.85,0.72,1.25,182,96.2,3.94,38,0.758,,
8196,car,trim_1052,11268542566,-789.11,103.68,-1722.97,-1233.64,4.35,1.9,1.6,1740,118.4,2.89,51,0.709,,
8197,car,trim_4115,9852333183,984.9,427.76,68.31,828.41,4.98,1.69,1.6,1135,102.6,2.95,36,0.689,,
8198,car,trim_3495,trim_4723,-48.21,-83.32,-1392.89,1079.69,4.32,1.61,1.46,1875,113.5,2.45,63,0.724,,
8199,car,12901333698,9855693599,120.86,-244.39,1545.81,104.84,4.54,1.89,1.6,1382,95.1,2.99,54,0.846,,
8200,police,11133588049,trim_7294,-1783.42,-995.27,-1661.13,-650.16,4.95,1.93,1.56,2101,129.4,3.4,39,0.472,a_11198955917,Police station (amenity a_11198955917)
8201,car,4225077501,2960326535,-1678.73,1260.68,-1453.72,335.18,4.5,1.84,1.54,1429,101.8,2.6,38,0.842,,
8202,car,trim_5356,4225351989,2048.58,-263.88,-989.96,914.22,4.31,1.9,1.37,1813,98.7,2.38,22,0.729,,
8203,truck,trim_7626,2960358809,301.37,62.81,-2209.26,-443.84,9.08,2.58,3.66,6805,79.0,1.0,72,0.86,,
8204,car,11168866167,trim_9201,-280.11,687.31,1465.8,626.27,4.82,1.89,1.36,1361,112.1,2.34,66,0.895,,
8205,car,5170637544,trim_8970,1103.45,202.69,-1817.63,566.33,4.28,1.72,1.41,1459,103.8,2.57,52,0.685,,
8206,car,trim_3781,trim_8523,-573.28,-1115.7,-1337.66,-1021.52,4.26,1.8,1.44,1674,118.3,2.84,18,0.912,,
8207,car,4227798258,trim_8687,1291.41,23.56,-1778.37,811.64,4.17,1.9,1.55,1687,101.2,2.76,55,0.693,,
8208,car,9857625462,2960361526,-1210.56,-799.43,-983.66,-864.91,4.2,1.68,1.48,1093,110.6,2.87,39,0.888,,
8209,motorcycle,trim_2230,trim_1167,421.06,-697.88,-1720.72,-45.49,1.96,0.88,1.09,181,93.3,4.37,79,0.898,,
8210,car,trim_9005,trim_5017,-682.9317517463995,-458.7338752616202,2278.06,-702,4.69,1.66,1.4,1299,113.4,2.51,47,0.783,,
8211,ambulance,5170798229,trim_9287,73.41,470.38,-1638.24,1253.73,5.73,2.19,2.84,3389,116.2,3.43,75,0.62,a_7031610785,"Sunetra Eye, Laser and Dental Care Centre"
8212,police,9858066412,4225170880,-27.73,-857.12,864.91,-846.55,4.82,1.93,1.56,2120,121.4,3.15,18,0.69,a_1208663940_c,Police Station
8213,car,trim_8599,9857987890,-176.09,-969.9,-399.63,-350.16,4.48,1.64,1.52,1304,118.3,3.08,35,0.865,,
8214,bus,4225172353,11143288410,-144.38,217.97,1086.46,721.43,7.78,2.54,3.59,8655,66.3,0.98,71,0.762,,
8215,car,trim_5702,9855691376,1139.55,-381.99,1939.85,28.92,4.64,1.8,1.53,1245,92.7,2.46,62,0.747,,
8216,motorcycle,trim_7781,trim_5136,-615.81,-1099.7,2232.82,105.61,1.84,0.87,1.09,227,97.4,3.89,50,0.868,,
8217,car,trim_2464,trim_9636,-2303.28,1010.02,-1298.67,985.97,4.3,1.91,1.58,1080,110.6,2.41,48,0.814,,
8218,motorcycle,trim_3641,trim_2279,-658.58,-1024.48,1662.2709516822883,978.8985181424566,1.92,0.65,1.06,145,83.0,3.16,77,0.792,,
8219,car,9843462198,trim_66,1351.05,798.8,333.84,-277.56,4.46,1.67,1.37,1640,103.5,2.35,21,0.705,,
8220,car,trim_18,11338092331,-2472.05,-1.02,-1299.31,-1346.74,4.54,1.82,1.49,1890,105.4,2.59,64,0.884,,
8221,motorcycle,2960299947,9168959353,-1626.93,621.96,1313.26,-285.78,1.94,0.87,1.35,204,95.7,3.55,45,0.696,,
8222,bus,2960312482,trim_5684,-1427.72,19.67,1795.653182396325,-860.6132146063262,7.09,2.49,3.14,12971,69.1,1.01,41,0.868,,
8223,car,trim_9201,4227798272,1465.8,626.27,2502.58,51.14,4.03,1.65,1.38,1462,105.0,2.87,68,0.869,,
8224,car,trim_7902,trim_9211,89.31,759.55,1978.04,225.75,4.28,1.94,1.42,1372,113.8,2.22,80,1.006,,
8225,car,trim_9295,trim_4434,-1609.6,1131.15,989.04,326.69,4.23,1.94,1.52,1008,114.1,2.26,30,0.751,,
8226,car,2960361527,trim_9319,-973.78,-827.33,-2301.27,1400.97,4.38,1.85,1.37,1502,102.1,2.34,57,0.889,,
8227,car,trim_4525,trim_3432,-766.58,1370.03,-128.36,441.22,4.57,1.88,1.38,1046,91.1,2.35,80,0.891,,
8228,car,trim_5621,9857625475,-179.26,1198.74,-1266.19,-997.83,4.4,1.91,1.62,1879,115.9,2.68,36,0.772,,
8229,truck,trim_5344,9859493794,1838.98,-1295.82,186.51,-703.57,10.82,2.46,2.6,7528,78.4,0.79,52,0.737,,
8230,motorcycle,trim_2652,9709086986,1901.48,-1442.72,-2221.92,300.4,2.08,0.87,1.22,225,92.0,4.28,70,0.743,,
8231,car,trim_8217,6928966677,1013.36,-140.79,-1663.49,-1444.45,4.88,1.77,1.45,1319,112.7,3.04,16,0.883,,
8232,car,trim_2795,2960361604,-1834.2,428.53,-1344.54,-491.1,4.99,1.64,1.47,1780,90.3,2.8,51,0.658,,
8233,car,trim_1664,trim_3121,-2271.24,4.61,1264.6,-854.3,4.1,1.7,1.52,1588,106.0,2.99,20,0.781,,
8234,car,4227743743,9855014986,1550.06,-970.12,1827.09,-187.57,5.05,1.93,1.45,1741,114.7,2.78,45,0.673,,
8235,car,9168881008,trim_1439,-1610.82,-589.76,-1780.5,-402.84,4.54,1.64,1.51,1426,118.8,2.71,38,0.698,,
8236,car,trim_1259,9168959360,-1424.5,163.12,1352.21,-311.1,4.65,1.94,1.36,1512,105.2,3.11,58,0.868,,
8237,car,trim_6884,10211197484,1855.8833091416843,1017.0442281262959,-670.55,631.55,5.08,1.78,1.44,1411,109.4,2.3,39,0.742,,
8238,car,11272173879,trim_633,-867.51,732.76,-2052.34,714.41,4.37,1.78,1.62,1104,119.4,2.74,50,0.792,,
8239,car,trim_5570,11491328428,1665.42,-546.42,199.44,-1144.36,4.58,1.92,1.57,1231,111.8,2.31,21,0.8,,
8240,car,trim_2943,11001416257,-1733.62,1216.31,-1932.5,-1419,4.87,1.95,1.53,1611,118.0,2.52,54,0.874,,
8241,firetruck,11133588049,trim_6971,-1783.42,-995.27,1908.46,542.37,10.29,2.4,3.31,13621,85.0,1.95,38,0.546,a_11198955917,Police station (amenity a_11198955917)
8242,bus,9168861196,12129003160,-1334.38,-698.1,2310.18,235.46,9.17,2.5,3.32,13603,79.2,1.12,63,0.751,,
8243,car,trim_6248,trim_4836,-1394.34,-1397.13,-501.54,-897.49,5.02,1.74,1.46,1608,102.7,2.34,32,0.823,,
8244,car,trim_2675,11176413076,-2379.09,-748.87,-1040.03,-508.24,4.24,1.87,1.46,1546,105.6,2.21,48,0.788,,
8245,car,trim_9306,trim_5707,-2119.25,938.77,1741.84,-798.03,4.1,1.8,1.46,1603,99.3,3.14,60,0.894,,
8246,firetruck,9858066412,9843992526,-27.73,-857.12,-2327.79,905.5,10.77,2.42,3.37,19841,93.2,2.1,41,0.475,a_1208663940_c,Police Station
8247,car,9168834912,trim_3461,-1796.88,998.69,487.82,-497.46,5.03,1.68,1.61,1640,105.2,2.71,46,0.806,,
8248,car,trim_2725,trim_9653,-2137.55,527.92,-1351.05,1349.76,4.76,1.7,1.41,1643,117.5,2.32,59,0.694,,
8249,car,9853262767,trim_9008,1220.21,393.84,52.86,-648.36,4.03,1.9,1.62,1379,98.9,2.57,79,0.866,,
8250,car,trim_7494,trim_2048,-947.11,112.56,1418.69,-443.99,4.34,1.94,1.51,1197,100.9,3.04,60,0.85,,
8251,car,trim_2239,6673295944,-40.17,-420.37,-775.76,746.02,4.37,1.66,1.4,1643,93.2,2.49,35,0.664,,
8252,car,trim_6764,trim_1421,-547.85,274.39,-2562.42,-87.82,4.24,1.78,1.42,1462,95.5,2.83,43,0.731,,
8253,car,9852414800,12141514989,-2479.07,-810.08,-2089.71,906.27,4.28,1.64,1.42,1396,92.2,2.74,62,0.78,,
8254,motorcycle,trim_5854,trim_1271,2333.98,-794.89,-1268.19,445.67,2.08,0.81,1.35,193,94.2,3.41,42,0.674,,
8255,car,trim_5162,5372152742,1591.74,-380.98,-2047.27,-1148.41,4.31,1.79,1.47,1061,100.0,2.92,18,0.948,,
8256,car,trim_7039,4225352014,-2437.1,488.11,-1025.59,1390.73,4.78,1.92,1.52,1526,107.0,2.73,20,0.834,,
8257,car,trim_8686,trim_1274,-1800.38,742.6,-1259.79,398.47,4.05,1.87,1.57,1087,112.3,3.15,80,0.997,,
8258,car,12144193859,11586812702,1053.53,328.96,-18.1,-25.27,4.45,1.91,1.37,1543,118.7,2.97,64,0.776,,
8259,motorcycle,trim_5939,trim_1675,113.24,-1462.35,-337.99,-1440.36,2.15,0.66,1.28,126,101.7,4.42,16,1.035,,
8260,car,9857987901,trim_9354,-75.23,312.02,863.75,813.25,4.42,1.74,1.59,1597,97.4,2.93,78,0.949,,
8261,motorcycle,trim_3385,5170655703,15.2,-459.1,2416.18,-5.28,1.84,0.68,1.32,228,85.1,4.44,31,0.776,,
8262,ambulance,trim_87,trim_8829,698.92,-45.68,1791.01,-881.25,5.59,2.12,2.63,3432,110.8,2.84,26,0.581,a_7033516100,Sarvodaya Hospital and Research Centren
8263,car,4225324920,trim_6097,1210.72,2034.92,-1101.8,745.01,4.61,1.75,1.51,1847,98.6,2.66,33,0.841,,
8264,car,trim_8089,trim_8928,-1261.29,-1372.95,-1699.53,-1496.41,4.5,1.72,1.36,1289,100.3,2.71,21,0.811,,
8265,car,trim_3092,trim_3434,-159.78,214.18,-93.66,432.8,4.18,1.72,1.45,1866,109.9,2.96,78,0.984,,
8266,truck,n_9798,trim_6029,-1952.4451560875493,361.8529803523461,-1232.67,1249.7,11.35,2.39,2.73,5439,66.1,1.17,22,0.693,,
8267,car,trim_2001,trim_6698,-46.88,148.34,1198.9,1232.62,5.04,1.87,1.56,1117,117.3,2.23,49,0.895,,
8268,truck,trim_9092,trim_8883,1578.68,-347.91,2221.37,-482.3,9.05,2.47,3.13,8577,78.6,0.79,65,0.79,,
8269,truck,trim_602,trim_2747,-2180.09,1243.37,-2088.49,488.59,10.63,2.33,3.71,5860,68.6,0.94,17,0.792,,
8270,motorcycle,6294257373,trim_4807,-2421.39,-812.92,-1267.96,1216.63,2.09,0.79,1.09,255,99.1,3.8,50,0.898,,
8271,ambulance,4225172303,11491307977,-330.65,-12.37,-321.13,-1145.59,5.86,2.06,2.53,3130,102.2,3.21,33,0.467,a_7035329353,"Manav Hospital, Ghaziabad"
8272,car,trim_2214,12130698092,1965.3,-999.65,-1093.93,439.69,4.52,1.8,1.39,1097,117.4,2.35,22,0.802,,
8273,car,trim_2662,n_9775,1558.79,-1639.75,-1311.2295049452714,439.3652538794987,5.06,1.87,1.38,1710,103.3,2.68,69,0.768,,
8274,truck,trim_7553,trim_9108,-549.24,-975.76,1803.78,61.2,6.31,2.34,2.77,6839,75.2,0.91,63,0.851,,
8275,truck,trim_4736,trim_6298,-1166.27,1093.31,-275.68,-1075.93,10.28,2.35,2.92,11777,62.1,0.77,76,0.893,,
8276,car,trim_913,trim_4209,-1168.79,-79.3,1099.58,315.75,4.7,1.78,1.51,1262,108.5,2.65,59,0.656,,
8277,car,11062734041,trim_5922,1689.49,95.35,-937.44,799.12,4.14,1.64,1.56,1816,92.1,2.67,65,0.763,,
8278,car,trim_2735,9843204337,-1847.85,652.09,-1432.62,1411.6,4.54,1.92,1.45,1844,117.2,2.23,19,0.806,,
8279,car,trim_823,trim_745,-1281.61,176.05,-1574.16,688,4.55,1.83,1.6,1275,101.1,3.05,77,0.963,,
8280,car,4225324683,trim_7813,2002.27,198.06,34.99,159.04,4.07,1.74,1.57,1437,119.3,2.44,25,0.677,,
8281,car,trim_1608,9168946316,-1365.98,-641.85,1831.06,-253.05,4.28,1.9,1.36,1208,91.9,2.48,77,0.99,,
8282,car,9859639825,trim_8637,-410.3,-220.62,229.79,-1125.78,5.07,1.7,1.53,1547,96.5,2.35,30,0.723,,
8283,car,trim_7447,trim_1337,-2086.18,101.43,-1828.1,-193.35,4.96,1.61,1.36,1833,106.8,2.21,55,0.717,,
8284,car,trim_6824,trim_4359,-2463.52,25.6,1222.15,745.01,4.12,1.66,1.49,1209,119.1,2.83,66,0.703,,
8285,car,2960361601,2962838274,-1334.49,-548.96,-56.08,-1521.07,4.78,1.65,1.45,1572,108.8,3.08,54,0.684,,
8286,car,12109713187,9168883578,1782.97,1403.17,-1365.67,-1339.95,5.07,1.71,1.4,1745,107.5,3.07,26,0.714,,
8287,car,5170822720,trim_5304,836.61,325.52,1919.58,-193,4.07,1.83,1.47,1772,111.6,2.62,80,1.043,,
8288,truck,4227743945,11168866171,-948.5,2132.37,-432.52,960.93,9.45,2.33,3.01,13815,67.6,0.85,40,0.843,,
8289,truck,trim_3163,trim_9316,501.39,354.77,-2495.75,1310.05,7.58,2.54,3.75,14524,60.4,1.3,39,0.739,,
8290,car,trim_8657,trim_620,509.45,-1536.73,-2226.45,507.49,4.97,1.76,1.44,1483,102.0,2.82,24,0.691,,
8291,car,5170823222,trim_2351,890.15,347.48,-2020.71,-783.31,4.69,1.86,1.6,1332,103.6,2.79,72,0.944,,
8292,motorcycle,457278195,trim_5633,-815,456,-1343.74,598.99,1.93,0.7,1.27,118,98.9,3.44,77,0.982,,
8293,car,trim_231,2960300030,907.8,354.84,-1140.28,1060.96,4.11,1.62,1.4,1661,116.7,2.87,65,0.736,,
8294,car,6925898201,trim_7814,-1827.15,-1592.97,7.66,241.28,4.62,1.68,1.65,1176,98.9,3.0,35,0.836,,
8295,car,trim_2125,trim_4161,1021.26,1191.22,924.73,406.38,4.39,1.69,1.63,1342,103.3,2.47,66,0.865,,
8296,car,trim_1321,trim_6305,-1177.18,-345.81,-53.61,-1206.98,4.86,1.64,1.37,1631,91.4,2.43,39,0.749,,
8297,car,trim_7711,trim_9641,485.03,-498.58,-1313.95,1089.96,4.26,1.93,1.62,1772,106.0,2.25,72,0.943,,
8298,car,9859639823,trim_281,-412.6,-245.66,41.95,-373.35,4.27,1.73,1.58,1590,108.7,2.86,21,0.778,,
8299,car,trim_6079,9168986482,-1807.88,1041.56,325.84,953.75,4.36,1.64,1.42,1574,116.7,2.5,71,0.803,,
8300,motorcycle,9852961446,trim_5320,-1361.0421839234693,-435.72579128350685,1591.25,-434.34,2.18,0.71,1.22,245,103.8,3.95,57,0.759,,
8301,car,9852260525,9852938583,-2279.81,50.81,-1611.74,196.98,5.01,1.7,1.39,1192,113.4,2.48,80,0.885,,
8302,car,trim_9693,trim_9482,2075.88,-1113.03,430.7,161.24,4.11,1.86,1.42,1476,97.7,2.42,68,0.775,,
8303,bus,trim_8866,trim_5472,2320.48,-904.32,2333.54,38.56,7.23,2.47,3.31,12275,82.0,1.13,51,0.74,,
8304,car,2960299893,trim_7883,-1834.85,769.28,-2458.32,-489.72,4.74,1.61,1.4,1535,114.8,2.87,16,0.995,,
8305,car,trim_4324,trim_4088,1693.61,820.78,1463.24,623.34,4.13,1.79,1.52,1761,100.9,2.74,45,0.83,,
8306,car,9168946283,trim_1442,1677.11,409.08,-1579.48,-702.63,4.17,1.6,1.52,1616,105.2,2.68,79,0.937,,
8307,car,trim_1618,trim_3958,-1369.5944673366523,-469.6215832840697,1764.51,484.66,4.62,1.77,1.45,1219,104.1,2.84,46,0.761,,
8308,car,trim_2194,trim_7301,-1016.0386143370986,869.1950674469551,-1243.24,-703.95,4.26,1.61,1.41,1034,96.4,2.76,29,0.757,,
8309,car,trim_1774,trim_2637,78.39,-1284.47,-1180.97,727.78,4.86,1.83,1.56,1079,106.6,3.18,39,0.824,,
8310,car,4227743905,trim_4405,-1231.55,1412.67,2135.36,767.89,4.93,1.87,1.56,1755,92.4,2.86,45,0.692,,
8311,car,9168986467,trim_5630,607.67,387.66,-78.72,1148.41,4.1,1.63,1.57,1491,119.1,2.71,44,0.805,,
8312,car,trim_49,trim_3036,75.67,327.36,-494.98,594.3,5.03,1.75,1.4,1783,94.3,2.21,20,0.869,,
8313,car,4225351647,12129002435,1091.74,-283.39,2458.93,56.14,4.53,1.88,1.46,1090,110.7,3.17,46,0.787,,
8314,car,trim_4681,trim_7656,338.49,-1461.83,-145.08,98.39,4.97,1.67,1.49,1036,102.8,2.93,18,0.911,,
8315,car,9857750391,trim_2809,-253.75,-635.95,-2033.27,402.11,4.75,1.72,1.47,1307,115.6,2.51,55,0.652,,
8316,car,trim_1141,trim_8337,-978.49,486.41,-424.65,859.26,4.55,1.87,1.63,1628,90.5,2.34,59,0.834,,
8317,car,trim_9588,trim_4947,-1303.73,-901.22,-1478.13,1313.9,4.59,1.74,1.51,1608,106.4,3.2,31,0.758,,
8318,car,trim_9290,2970305338,-1552.21,1141.77,1195.52,452.14,4.14,1.92,1.59,1488,112.3,3.12,71,0.928,,
8319,car,trim_4008,trim_3157,-493.83,778.93,630.44,163.49,4.71,1.92,1.49,1875,116.3,2.42,73,0.771,,
8320,car,trim_1484,trim_683,-1238.68,-1069.6,-1263.47,499.25,4.14,1.86,1.46,1409,96.5,2.99,38,0.819,,
8321,car,trim_4907,9855014981,-1377.45,1236.78,1424.63,-280.29,4.95,1.67,1.59,1225,101.4,2.26,36,0.854,,
8322,bus,trim_7086,4225351989,-2376.81,542.44,-989.96,914.22,9.89,2.6,3.53,13806,64.0,1.38,33,0.732,,
8323,car,11491678304,trim_549,114.06,976.96,-1416.56,-257.38,4.99,1.83,1.42,1362,109.7,2.96,33,0.745,,
8324,ambulance,2960361528,2960358785,-960.62,-768.61,-1649.33,-134.92,5.6,2.14,2.79,3286,129.0,2.6,52,0.697,a_7035680845,Yashoda Super speciality Hospital
8325,car,trim_1961,trim_3823,218.19,1501.45,-176.12,-726.11,4.77,1.8,1.59,1530,103.7,2.79,55,0.763,,
8326,motorcycle,3004576864,trim_2592,730.55,-211.8,1643.15,1403.42,2.22,0.77,1.31,196,88.6,3.77,70,0.777,,
8327,police,trim_9675,trim_1632,-1493.9799484953007,-1226.069541895515,-1528.27,-621.67,4.62,2.0,1.45,2075,125.1,3.9,26,0.532,a_11198925348,Police station (amenity a_11198925348)
8328,car,trim_5295,9852465860,1198.98,390.93,-2319.37,-948.93,4.42,1.7,1.59,1194,111.6,2.55,65,0.82,,
8329,car,4225077453,trim_75,-2437.16,1071.42,577.56,-701.97,4.31,1.82,1.51,1632,107.1,3.15,56,0.673,,
8330,bus,12141482569,8838171113,-2135.13,1149.18,-839.64,-388.84,8.36,2.6,3.41,11368,69.5,0.82,57,0.805,,
8331,car,9859726389,trim_4345,-2452.14,-412.51,1543.46,281.72,4.36,1.73,1.37,1375,103.8,2.75,25,0.799,,
8332,car,trim_4834,5170849699,-524.72,-890.16,-1615.6,672.71,4.8,1.84,1.42,1274,92.8,2.46,78,1.012,,
8333,car,trim_5382,trim_418,2101.68,90.57,-1930.68,207.25,4.41,1.89,1.36,1604,90.5,2.35,21,0.749,,
8334,car,12127402422,trim_9515,-766.88,1347.51,1719.49,697,4.35,1.91,1.59,1162,109.4,2.31,19,0.798,,
8335,motorcycle,11176413075,trim_9490,-1226.45,-221.64,-517.43,-1026.69,2.02,0.8,1.19,194,101.9,3.9,62,0.811,,
8336,car,11176413075,9859647554,-1226.45,-221.64,-289.73,-1064.16,4.38,1.84,1.46,1470,93.2,3.04,22,0.677,,
8337,car,trim_6100,trim_4288,-1084.62,643.93,1590.01,-326.71,4.53,1.88,1.49,1812,110.2,3.14,77,0.875,,
8338,car,trim_278,9852436602,251.33,-352.98,-2221.53,-873.09,4.82,1.84,1.53,1029,104.0,2.34,75,0.923,,
8339,car,12131183359,trim_2299,-701.11,-381.7,2596.7988472174716,1165.64139646374,4.53,1.83,1.4,1401,114.9,2.55,76,0.787,,
8340,car,trim_1852,2960299913,-207.18,-759.53,-2223.75,1274.96,4.88,1.94,1.5,1318,119.8,2.85,19,0.716,,
8341,truck,9168883569,trim_9062,-1058.39,-1282.37,-1760.54,947.19,7.82,2.55,3.74,12118,66.0,0.82,57,0.659,,
8342,car,4225172309,trim_7995,196.99,14.55,-1365.55,-1074.34,4.22,1.62,1.62,1783,113.8,2.22,66,0.841,,
8343,car,2960368335,4225324722,-1682.22,-899.07,1854.12,356.17,4.53,1.76,1.5,1047,92.9,2.52,48,0.887,,
8344,car,trim_9059,trim_3793,-1787.59,1263.22,-1256.78,-1098.85,4.29,1.67,1.37,1876,115.0,2.62,34,0.792,,
8345,car,trim_1937,9844227426,-459.86,-1422.2,-2178.61,729.12,4.23,1.82,1.64,1224,115.2,3.03,73,0.964,,
